"2017-06-15 22:00:30 [main] INFO  c.b.s.SpringMysqlApplication - Starting SpringMysqlApplication on birajs-MacBook-Pro.local with PID 54373 (/Users/biraj/Desktop/workspace/springboot-data/bin started by biraj in /Users/biraj/Desktop/workspace/springboot-data)
""2017-06-15 22:13:38 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/adduser],methods=[GET]}" onto public java.lang.String com.biraj.springmysql.MainController.addNewUser(org.springframework.ui.Model)
""2017-06-15 22:13:38 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/adduser],methods=[POST]}" onto public java.lang.String com.biraj.springmysql.MainController.saveNewUser(com.biraj.springmysql.User)
""2017-06-15 22:13:38 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/all],methods=[GET]}" onto public java.lang.String com.biraj.springmysql.MainController.getAllUsers(java.util.Map<java.lang.String, java.lang.Object>)
""2017-06-15 22:13:38 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/login],methods=[POST]}" onto public java.lang.String com.biraj.springmysql.MainController.checklogin(com.biraj.springmysql.User)
""2017-06-15 22:13:38 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/all],methods=[POST]}" onto public java.lang.String com.biraj.springmysql.MainController.listalluser()
""2017-06-15 22:13:38 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/register],methods=[GET]}" onto public java.lang.String com.biraj.springmysql.MainController.registeruser(org.springframework.ui.Model)
""2017-06-15 22:13:38 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/register],methods=[POST]}" onto public java.lang.String com.biraj.springmysql.MainController.saveuserdata(com.biraj.springmysql.User)
""2017-06-15 22:13:38 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/uploadfile],methods=[GET]}" onto public java.lang.String com.biraj.springmysql.MainController.uplodefile()
""2017-06-15 22:13:38 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/uploadfile],methods=[POST]}" onto public java.lang.String com.biraj.springmysql.MainController.uploadSucess(org.springframework.web.multipart.MultipartFile,org.springframework.web.servlet.mvc.support.RedirectAttributes)
""2017-06-15 22:13:38 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/uploadsuccess],methods=[GET]}" onto public java.lang.String com.biraj.springmysql.MainController.uploadStatus()
""2017-06-15 22:13:38 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/github/authorize],methods=[GET]}" onto public java.lang.String com.biraj.springmysql.MainController.redirectGithubLogin()
""2017-06-15 22:13:38 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/github/token],methods=[GET]}" onto public java.lang.String com.biraj.springmysql.MainController.loginWithToken(java.lang.String)
""2017-06-15 22:13:38 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/logout]}" onto public java.lang.String com.biraj.springmysql.MainController.logout()
""2017-06-15 22:13:38 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/todo/addtodo],methods=[GET]}" onto public java.lang.String com.biraj.springmysql.todo.TodoController.addTodo(org.springframework.ui.Model)
""2017-06-15 22:13:38 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/todo/addtodo],methods=[POST]}" onto public java.lang.String com.biraj.springmysql.todo.TodoController.saveTodo(com.biraj.springmysql.todo.Todo)
""2017-06-15 22:13:38 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/todo/all],methods=[GET]}" onto public java.lang.String com.biraj.springmysql.todo.TodoController.getAllTodo(java.util.Map<java.lang.String, java.lang.Object>)
""2017-06-15 22:13:38 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
""2017-06-15 22:13:38 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
""2017-06-15 22:13:38 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
""2017-06-15 22:13:38 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
""2017-06-15 22:13:38 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
""2017-06-15 22:13:39 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Registering beans for JMX exposure on startup
""2017-06-15 22:13:39 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Bean with name 'rabbitConnectionFactory' has been autodetected for JMX exposure
""2017-06-15 22:13:39 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Located managed bean 'rabbitConnectionFactory': registering with JMX server as MBean [org.springframework.amqp.rabbit.connection:name=rabbitConnectionFactory,type=CachingConnectionFactory]
""2017-06-15 22:13:39 [main] INFO  o.s.c.s.DefaultLifecycleProcessor - Starting beans in phase -2147482648
""2017-06-15 22:13:39 [main] INFO  o.s.c.s.DefaultLifecycleProcessor - Starting beans in phase 2147483647
""2017-06-15 22:13:39 [main] INFO  o.s.b.c.e.t.TomcatEmbeddedServletContainer - Tomcat started on port(s): 8888 (http)
""2017-06-15 22:13:39 [main] INFO  c.b.s.SpringMysqlApplication - Customers found with findAll():
""2017-06-15 22:13:39 [main] INFO  c.b.s.SpringMysqlApplication - -------------------------------
""2017-06-15 22:13:40 [main] INFO  o.h.h.i.QueryTranslatorFactoryInitiator - HHH000397: Using ASTQueryTranslatorFactory
""2017-06-15 22:13:40 [main] INFO  c.b.s.SpringMysqlApplication - Customer[id=1, firstName='Jack', lastName='Bauer']
""2017-06-15 22:13:40 [main] INFO  c.b.s.SpringMysqlApplication - Customer[id=2, firstName='Chloe', lastName='O'Brian']
""2017-06-15 22:13:40 [main] INFO  c.b.s.SpringMysqlApplication - Customer[id=3, firstName='Kim', lastName='Bauer']
""2017-06-15 22:13:40 [main] INFO  c.b.s.SpringMysqlApplication - Customer[id=4, firstName='David', lastName='Palmer']
""2017-06-15 22:13:40 [main] INFO  c.b.s.SpringMysqlApplication - Customer[id=5, firstName='Michelle', lastName='Dessler']
""2017-06-15 22:13:40 [main] INFO  c.b.s.SpringMysqlApplication - 
""2017-06-15 22:13:40 [main] INFO  c.b.s.SpringMysqlApplication - Customer found with findOne(1L):
""2017-06-15 22:13:40 [main] INFO  c.b.s.SpringMysqlApplication - --------------------------------
""2017-06-15 22:13:40 [main] INFO  c.b.s.SpringMysqlApplication - Customer[id=1, firstName='Jack', lastName='Bauer']
""2017-06-15 22:13:40 [main] INFO  c.b.s.SpringMysqlApplication - 
""2017-06-15 22:13:40 [main] INFO  c.b.s.SpringMysqlApplication - Customer found with findByLastName('Bauer'):
""2017-06-15 22:13:40 [main] INFO  c.b.s.SpringMysqlApplication - --------------------------------------------
""2017-06-15 22:13:40 [main] INFO  c.b.s.SpringMysqlApplication - Customer[id=1, firstName='Jack', lastName='Bauer']
""2017-06-15 22:13:40 [main] INFO  c.b.s.SpringMysqlApplication - Customer[id=3, firstName='Kim', lastName='Bauer']
""2017-06-15 22:13:40 [main] INFO  c.b.s.SpringMysqlApplication - 
""2017-06-15 22:13:40 [main] INFO  c.b.s.SpringMysqlApplication - Started SpringMysqlApplication in 19.827 seconds (JVM running for 20.268)
""2017-06-15 22:13:44 [http-nio-8888-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet'
""2017-06-15 22:13:44 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization started
""2017-06-15 22:13:44 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization completed in 17 ms
""2017-06-15 22:17:01 [Thread-5] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Closing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@23282c25: startup date [Thu Jun 15 22:13:31 CEST 2017]; root of context hierarchy
""2017-06-15 22:17:01 [Thread-5] INFO  o.s.c.s.DefaultLifecycleProcessor - Stopping beans in phase 2147483647
""2017-06-15 22:17:01 [Thread-5] INFO  o.s.c.s.DefaultLifecycleProcessor - Stopping beans in phase -2147482648
""2017-06-15 22:17:01 [Thread-5] INFO  o.s.j.e.a.AnnotationMBeanExporter - Unregistering JMX-exposed beans on shutdown
""2017-06-15 22:17:01 [Thread-5] INFO  o.s.j.e.a.AnnotationMBeanExporter - Unregistering JMX-exposed beans
""2017-06-15 22:17:01 [Thread-5] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
""2017-06-15 22:17:01 [Thread-5] INFO  o.h.tool.hbm2ddl.SchemaExport - HHH000227: Running hbm2ddl schema export
""2017-06-15 22:17:01 [Thread-5] INFO  o.h.tool.hbm2ddl.SchemaExport - HHH000230: Schema export complete
""2017-06-15 22:25:26 [main] INFO  c.b.s.SpringMysqlApplication - Starting SpringMysqlApplication on birajs-MacBook-Pro.local with PID 54614 (/Users/biraj/Desktop/workspace/springboot-data/bin started by biraj in /Users/biraj/Desktop/workspace/springboot-data)
""2017-06-15 22:25:26 [main] INFO  c.b.s.SpringMysqlApplication - No active profile set, falling back to default profiles: default
""2017-06-15 22:25:26 [main] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@23282c25: startup date [Thu Jun 15 22:25:26 CEST 2017]; root of context hierarchy
""2017-06-15 22:25:27 [main] INFO  o.s.b.f.s.DefaultListableBeanFactory - Overriding bean definition for bean 'scopedTarget.oauth2ClientContext' with a different definition: replacing [Root bean: class [null]; scope=session; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=false; primary=false; factoryBeanName=org.springframework.security.oauth2.config.annotation.web.configuration.OAuth2ClientConfiguration$OAuth2ClientContextConfiguration; factoryMethodName=oauth2ClientContext; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/security/oauth2/config/annotation/web/configuration/OAuth2ClientConfiguration$OAuth2ClientContextConfiguration.class]] with [Root bean: class [null]; scope=session; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=false; primary=false; factoryBeanName=org.springframework.boot.autoconfigure.security.oauth2.client.OAuth2RestOperationsConfiguration$SessionScopedConfiguration$ClientContextConfiguration; factoryMethodName=oauth2ClientContext; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/boot/autoconfigure/security/oauth2/client/OAuth2RestOperationsConfiguration$SessionScopedConfiguration$ClientContextConfiguration.class]]
""2017-06-15 22:25:27 [main] INFO  o.s.b.f.s.DefaultListableBeanFactory - Overriding bean definition for bean 'oauth2ClientFilterRegistration' with a different definition: replacing [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=webSecurityConfig; factoryMethodName=oauth2ClientFilterRegistration; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [com/biraj/springmysql/WebSecurityConfig.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=org.springframework.boot.autoconfigure.security.oauth2.client.OAuth2RestOperationsConfiguration$SessionScopedConfiguration; factoryMethodName=oauth2ClientFilterRegistration; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/boot/autoconfigure/security/oauth2/client/OAuth2RestOperationsConfiguration$SessionScopedConfiguration.class]]
""2017-06-15 22:25:28 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration' of type [org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration$$EnhancerBySpringCGLIB$$c29a03c4] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
""2017-06-15 22:25:28 [main] INFO  o.s.b.c.e.t.TomcatEmbeddedServletContainer - Tomcat initialized with port(s): 8888 (http)
""2017-06-15 22:25:28 [main] INFO  o.a.catalina.core.StandardService - Starting service Tomcat
""2017-06-15 22:25:28 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.14
""2017-06-15 22:25:28 [localhost-startStop-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
""2017-06-15 22:25:28 [localhost-startStop-1] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2490 ms
""2017-06-15 22:25:29 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
""2017-06-15 22:25:29 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
""2017-06-15 22:25:29 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*]
""2017-06-15 22:25:29 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'OAuth2ClientContextFilter' to: [/*]
""2017-06-15 22:25:29 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*]
""2017-06-15 22:25:29 [localhost-startStop-1] INFO  o.s.b.w.s.DelegatingFilterProxyRegistrationBean - Mapping filter: 'springSecurityFilterChain' to: [/*]
""2017-06-15 22:25:29 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'resourceUrlEncodingFilter' to: [/*]
""2017-06-15 22:25:29 [localhost-startStop-1] INFO  o.s.b.w.s.ServletRegistrationBean - Mapping servlet: 'dispatcherServlet' to [/]
""2017-06-15 22:25:30 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Building JPA container EntityManagerFactory for persistence unit 'default'
""2017-06-15 22:25:30 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
""2017-06-15 22:25:30 [main] INFO  org.hibernate.Version - HHH000412: Hibernate Core {5.0.12.Final}
""2017-06-15 22:25:30 [main] INFO  org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
""2017-06-15 22:25:30 [main] INFO  org.hibernate.cfg.Environment - HHH000021: Bytecode provider name : javassist
""2017-06-15 22:25:30 [main] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
""2017-06-15 22:25:30 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
""2017-06-15 22:25:31 [main] INFO  o.h.tool.hbm2ddl.SchemaExport - HHH000227: Running hbm2ddl schema export
""2017-06-15 22:25:31 [main] INFO  o.h.tool.hbm2ddl.SchemaExport - HHH000230: Schema export complete
""2017-06-15 22:25:31 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
""2017-06-15 22:25:32 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/me'], [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@77cddc0c, org.springframework.security.web.context.SecurityContextPersistenceFilter@faec277, org.springframework.security.web.header.HeaderWriterFilter@505f45cc, org.springframework.security.web.authentication.logout.LogoutFilter@25470477, org.springframework.security.oauth2.provider.authentication.OAuth2AuthenticationProcessingFilter@4ced17f3, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@1669931a, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@28831d69, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@671d97bc, org.springframework.security.web.session.SessionManagementFilter@5df92089, org.springframework.security.web.access.ExceptionTranslationFilter@6736f40f, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@6e321d9d]
""2017-06-15 22:25:32 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@192b472d, org.springframework.security.web.context.SecurityContextPersistenceFilter@4f8659d0, org.springframework.security.web.header.HeaderWriterFilter@3c3e363, org.springframework.security.web.authentication.logout.LogoutFilter@1d4cc7, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@7bfa1eb5, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@278fe428, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3b4bd341, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@84f51d9, org.springframework.security.web.session.SessionManagementFilter@16c5b50a, org.springframework.security.web.access.ExceptionTranslationFilter@350bbd5d, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@22686ddb]
""2017-06-15 22:25:32 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**'], [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5817f1ca, org.springframework.security.web.context.SecurityContextPersistenceFilter@53ba1175, org.springframework.security.web.header.HeaderWriterFilter@374b6e33, org.springframework.security.web.csrf.CsrfFilter@166ce247, org.springframework.security.web.authentication.logout.LogoutFilter@16b64a03, org.springframework.security.oauth2.client.filter.OAuth2ClientAuthenticationProcessingFilter@2b395581, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@cd5ff55, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@6003220a, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@726a8729, org.springframework.security.web.session.SessionManagementFilter@7ed7ae, org.springframework.security.web.access.ExceptionTranslationFilter@7dd45c93, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@6ba060af]
""2017-06-15 22:25:33 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@23282c25: startup date [Thu Jun 15 22:25:26 CEST 2017]; root of context hierarchy
""2017-06-15 22:25:33 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/]}" onto public java.lang.String com.biraj.springmysql.ClientApplication.home(java.security.Principal)
""2017-06-15 22:25:33 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/login],methods=[GET]}" onto public java.lang.String com.biraj.springmysql.MainController.login(org.springframework.ui.Model)
""2017-06-15 22:25:33 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/adduser],methods=[GET]}" onto public java.lang.String com.biraj.springmysql.MainController.addNewUser(org.springframework.ui.Model)
""2017-06-15 22:25:33 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/adduser],methods=[POST]}" onto public java.lang.String com.biraj.springmysql.MainController.saveNewUser(com.biraj.springmysql.User)
""2017-06-15 22:25:33 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/all],methods=[GET]}" onto public java.lang.String com.biraj.springmysql.MainController.getAllUsers(java.util.Map<java.lang.String, java.lang.Object>)
""2017-06-15 22:25:33 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/login],methods=[POST]}" onto public java.lang.String com.biraj.springmysql.MainController.checklogin(com.biraj.springmysql.User)
""2017-06-15 22:25:33 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/all],methods=[POST]}" onto public java.lang.String com.biraj.springmysql.MainController.listalluser()
""2017-06-15 22:25:33 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/register],methods=[GET]}" onto public java.lang.String com.biraj.springmysql.MainController.registeruser(org.springframework.ui.Model)
""2017-06-15 22:25:33 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/register],methods=[POST]}" onto public java.lang.String com.biraj.springmysql.MainController.saveuserdata(com.biraj.springmysql.User)
""2017-06-15 22:25:33 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/uploadfile],methods=[GET]}" onto public java.lang.String com.biraj.springmysql.MainController.uplodefile()
""2017-06-15 22:25:33 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/uploadfile],methods=[POST]}" onto public java.lang.String com.biraj.springmysql.MainController.uploadSucess(org.springframework.web.multipart.MultipartFile,org.springframework.web.servlet.mvc.support.RedirectAttributes)
""2017-06-15 22:25:33 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/uploadsuccess],methods=[GET]}" onto public java.lang.String com.biraj.springmysql.MainController.uploadStatus()
""2017-06-15 22:25:33 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/github/authorize],methods=[GET]}" onto public java.lang.String com.biraj.springmysql.MainController.redirectGithubLogin()
""2017-06-15 22:25:33 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/github/token],methods=[GET]}" onto public java.lang.String com.biraj.springmysql.MainController.loginWithToken(java.lang.String)
""2017-06-15 22:25:33 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/logout]}" onto public java.lang.String com.biraj.springmysql.MainController.logout()
""2017-06-15 22:25:33 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/todo/addtodo],methods=[GET]}" onto public java.lang.String com.biraj.springmysql.todo.TodoController.addTodo(org.springframework.ui.Model)
""2017-06-15 22:25:33 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/todo/addtodo],methods=[POST]}" onto public java.lang.String com.biraj.springmysql.todo.TodoController.saveTodo(com.biraj.springmysql.todo.Todo)
""2017-06-15 22:25:33 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/todo/all],methods=[GET]}" onto public java.lang.String com.biraj.springmysql.todo.TodoController.getAllTodo(java.util.Map<java.lang.String, java.lang.Object>)
""2017-06-15 22:25:33 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
""2017-06-15 22:25:33 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
""2017-06-15 22:25:33 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
""2017-06-15 22:25:33 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
""2017-06-15 22:25:33 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
""2017-06-15 22:25:34 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Registering beans for JMX exposure on startup
""2017-06-15 22:25:34 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Bean with name 'rabbitConnectionFactory' has been autodetected for JMX exposure
""2017-06-15 22:25:34 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Located managed bean 'rabbitConnectionFactory': registering with JMX server as MBean [org.springframework.amqp.rabbit.connection:name=rabbitConnectionFactory,type=CachingConnectionFactory]
""2017-06-15 22:25:34 [main] INFO  o.s.c.s.DefaultLifecycleProcessor - Starting beans in phase -2147482648
""2017-06-15 22:25:34 [main] INFO  o.s.c.s.DefaultLifecycleProcessor - Starting beans in phase 2147483647
""2017-06-15 22:25:34 [main] INFO  o.s.b.c.e.t.TomcatEmbeddedServletContainer - Tomcat started on port(s): 8888 (http)
""2017-06-15 22:25:34 [main] INFO  c.b.s.SpringMysqlApplication - Customers found with findAll():
""2017-06-15 22:25:34 [main] INFO  c.b.s.SpringMysqlApplication - -------------------------------
""2017-06-15 22:25:34 [main] INFO  o.h.h.i.QueryTranslatorFactoryInitiator - HHH000397: Using ASTQueryTranslatorFactory
""2017-06-15 22:25:35 [main] INFO  c.b.s.SpringMysqlApplication - Customer[id=1, firstName='Jack', lastName='Bauer']
""2017-06-15 22:25:35 [main] INFO  c.b.s.SpringMysqlApplication - Customer[id=2, firstName='Chloe', lastName='O'Brian']
""2017-06-15 22:25:35 [main] INFO  c.b.s.SpringMysqlApplication - Customer[id=3, firstName='Kim', lastName='Bauer']
""2017-06-15 22:25:35 [main] INFO  c.b.s.SpringMysqlApplication - Customer[id=4, firstName='David', lastName='Palmer']
""2017-06-15 22:25:35 [main] INFO  c.b.s.SpringMysqlApplication - Customer[id=5, firstName='Michelle', lastName='Dessler']
""2017-06-15 22:25:35 [main] INFO  c.b.s.SpringMysqlApplication - 
""2017-06-15 22:25:35 [main] INFO  c.b.s.SpringMysqlApplication - Customer found with findOne(1L):
""2017-06-15 22:25:35 [main] INFO  c.b.s.SpringMysqlApplication - --------------------------------
""2017-06-15 22:25:35 [main] INFO  c.b.s.SpringMysqlApplication - Customer[id=1, firstName='Jack', lastName='Bauer']
""2017-06-15 22:25:35 [main] INFO  c.b.s.SpringMysqlApplication - 
""2017-06-15 22:25:35 [main] INFO  c.b.s.SpringMysqlApplication - Customer found with findByLastName('Bauer'):
""2017-06-15 22:25:35 [main] INFO  c.b.s.SpringMysqlApplication - --------------------------------------------
""2017-06-15 22:25:35 [main] INFO  c.b.s.SpringMysqlApplication - Customer[id=1, firstName='Jack', lastName='Bauer']
""2017-06-15 22:25:35 [main] INFO  c.b.s.SpringMysqlApplication - Customer[id=3, firstName='Kim', lastName='Bauer']
""2017-06-15 22:25:35 [main] INFO  c.b.s.SpringMysqlApplication - 
""2017-06-15 22:25:35 [main] INFO  c.b.s.SpringMysqlApplication - Started SpringMysqlApplication in 19.61 seconds (JVM running for 20.053)
""2017-06-15 22:26:00 [http-nio-8888-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet'
""2017-06-15 22:26:00 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization started
""2017-06-15 22:26:00 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization completed in 28 ms
